id,image,rectangles
1215,https://storage.yandexcloud.net/garbage-images/DJI_0089-625.jpg,"((0.4522706209453197, 0.5264133456904541), (0.20000792644261256, 0.338498731769182))"
1216,https://storage.yandexcloud.net/garbage-images/DJI_0060-175.jpg,"((0.6141734805890856, 0.6293412686876043), (0.14497906358885138, 0.17147116582561342))"
1217,https://storage.yandexcloud.net/garbage-images/DJI_0265-675.jpg,"((0.45980573624741333, 0.4769904014815668), (0.7251747109553527, 0.7513158741065048))"
1218,https://storage.yandexcloud.net/garbage-images/DJI_0102-300.jpg,"((0.34067022470708574, 0.4733469987178146), (0.8006478110316819, 0.9947128093683107))"
1219,https://storage.yandexcloud.net/garbage-images/DJI_0049-1425.jpg,"((0.5602108282979584, 0.5877289740187022), (0.3538361250607515, 0.40803445792953974)) ((0.39090238743874445, 0.4523687703564684), (0.5859404816475441, 0.6728735182788749))"
1221,https://storage.yandexcloud.net/garbage-images/DJI_0083-1425.jpg,"((0.4315237623126007, 0.5277606567443305), (0.1832721826897414, 0.30179551583197695))"
1222,https://storage.yandexcloud.net/garbage-images/DJI_0049-1650.jpg,"((0.4805675642826168, 0.5083282069071542), (0.22738920616080277, 0.29323550235093365)) ((0.2991980324689723, 0.36582357476786215), (0.4562050854215075, 0.5483899000876907)) ((0.0234423157319006, 0.08729179376833668), (0.74428263125333, 0.8496367051575395))"
1223,https://storage.yandexcloud.net/garbage-images/DJI_0102-175.jpg,"((0.20851326656215008, 0.3639728652595597), (0.33899868322674837, 0.5908607661539989))"
1224,https://storage.yandexcloud.net/garbage-images/DJI_0042-1900.jpg,"((0.6933991577374037, 0.7516965072489323), (0.38421312822206616, 0.4665209984597298)) ((0.43985195509996194, 0.5018507236280956), (0.5603519705306662, 0.6838137758871616))"
1226,https://storage.yandexcloud.net/garbage-images/DJI_0089-1750.jpg,"((0.32510796558520727, 0.4194941505086345), (0.1421182475709096, 0.29356472880821055))"
1227,https://storage.yandexcloud.net/garbage-images/DJI_0008-1600.jpg,"((0.5990129728139765, 0.7137569623287312), (0.5297334578732765, 0.7832416982052803))"
1228,https://storage.yandexcloud.net/garbage-images/DJI_0042-1525.jpg,"((0.21221468557875506, 0.28069093738594736), (0.41911168529753046, 0.51952728698748))"
1229,https://storage.yandexcloud.net/garbage-images/DJI_0083-1800.jpg,"((0.3380629321433247, 0.4333744718209032), (0.30739246607915927, 0.43579274364991444))"
1232,https://storage.yandexcloud.net/garbage-images/DJI_0071-1575.jpg,"((0.0458758109360519, 0.4267840593141798), (0.39074191502853517, 0.5803424223208623)) ((0.08387395736793327, 0.5129749768303985), (0.5308814204185162, 0.9826252377932783))"
1233,https://storage.yandexcloud.net/garbage-images/DJI_0097-550.jpg,"((0.23679332715477291, 0.314643188137164), (0.3842501585288522, 0.5458227647431833))"
1234,https://storage.yandexcloud.net/garbage-images/DJI_0034-4325.jpg,"((0.11723818350324375, 0.1468952734012975), (0.42886810399492703, 0.4750317057704502)) ((0.43512511584800745, 0.4675625579240037), (0.3975428027901078, 0.4420577045022194))"
1235,https://storage.yandexcloud.net/garbage-images/DJI_0024-3950.jpg,"((0.5463392029657089, 0.618628359592215), (0.9120402663284717, 0.9928265694356372))"
1236,https://storage.yandexcloud.net/garbage-images/DJI_0018-750.jpg,"((0.3433734939759036, 0.37859128822984245), (0.9467660114140772, 0.9995244134432466)) ((0.6464318813716404, 0.6927710843373494), (0.6648383005707038, 0.7621116043119848))"
1237,https://storage.yandexcloud.net/garbage-images/DJI_0042-2225.jpg,"((0.5033338482133661, 0.5254575996292863), (0.16094003205805674, 0.2020859754808708)) ((0.39779661657767135, 0.4272650240210804), (0.8430159868943762, 0.917905623855822))"
1238,https://storage.yandexcloud.net/garbage-images/DJI_0008-2100.jpg,"((0.2460611677479147, 0.36746987951807225), (0.5842580849714648, 0.8233195941661382))"
1239,https://storage.yandexcloud.net/garbage-images/DJI_0089-2050.jpg,"((0.39156626506024095, 0.44902687673772007), (0.7146084337349397, 0.8003408370323399))"
1240,https://storage.yandexcloud.net/garbage-images/DJI_0008-750.jpg,"((0.26737720111214086, 0.38507877664504164), (0.4492707672796449, 0.7295497780596069))"
1241,https://storage.yandexcloud.net/garbage-images/DJI_0075-500.jpg,"((0.2006487488415199, 0.3164967562557924), (0.2515298034242232, 0.5268627140139505))"
1243,https://storage.yandexcloud.net/garbage-images/DJI_0063-0.jpg,"((0.4443929564411492, 0.49443929564411493), (0.34787571337983514, 0.42371591629676597))"
1244,https://storage.yandexcloud.net/garbage-images/DJI_0071-3075.jpg,"((0.25440222428174236, 0.40083410565338273), (0.008346544071020926, 0.4650364616360177))"
1246,https://storage.yandexcloud.net/garbage-images/DJI_0080-175.jpg,"((0.31278962001853566, 0.44902687673772007), (0.20969403931515535, 0.3448874445149017))"
1247,https://storage.yandexcloud.net/garbage-images/DJI_0089-200.jpg,"((0.33225208526413347, 0.46292863762743275), (0.11911857958148384, 0.3037729866835764))"
1248,https://storage.yandexcloud.net/garbage-images/DJI_0079-625.jpg,"((0.35820203892493047, 0.4684893419833179), (0.7111049461001901, 0.8858671528218136))"
1249,https://storage.yandexcloud.net/garbage-images/DJI_0071-2800.jpg,"((0.23864689527340127, 0.3572752548656163), (0.00886176284083703, 0.3633322764743183))"
1251,https://storage.yandexcloud.net/garbage-images/DJI_0063-450.jpg,"((0.48239110287303055, 0.5472659870250232), (0.22834495878249841, 0.36188966391883315)) ((0.479610750695088, 0.5166821130676552), (0.75428027901078, 0.8119847812301838))"
1254,https://storage.yandexcloud.net/garbage-images/DJI_0097-650.jpg,"((0.22046066441883225, 0.2876901406726676), (0.11136864261099529, 0.2578526470932403))"
1255,https://storage.yandexcloud.net/garbage-images/DJI_0034-5475.jpg,"((0.3783279493873695, 0.3995215249358328), (0.26161946045835793, 0.3206775389245064))"
1256,https://storage.yandexcloud.net/garbage-images/DJI_0034-1175.jpg,"((0.33422964225251095, 0.3538108129445563), (0.33539529202020146, 0.3598878583216825))"
1259,https://storage.yandexcloud.net/garbage-images/DJI_0037-900.jpg,"((0.09701109981559197, 0.14820193331728543), (0.4131091655645369, 0.5177549516119969))"
1260,https://storage.yandexcloud.net/garbage-images/DJI_0102-75.jpg,"((0.298686031120675, 0.47715668619381846), (0.17406315557123284, 0.4047060441524234))"
1261,https://storage.yandexcloud.net/garbage-images/DJI_0071-1675.jpg,"((0, 0.3341056533827618), (0.29954819277108435, 0.994063094483196))"
1262,https://storage.yandexcloud.net/garbage-images/DJI_0037-525.jpg,"((0.1459111592461439, 0.19493162115200535), (0.48432260366692825, 0.5766310154475546))"
1263,https://storage.yandexcloud.net/garbage-images/DJI_0034-5850.jpg,"((0.3919949488167576, 0.4307922121022516), (0.17295112950659514, 0.26114116599239345))"
1265,https://storage.yandexcloud.net/garbage-images/DJI_0089-600.jpg,"((0.4760423693234459, 0.5569990718990443), (0.1919738882612192, 0.3077630840149172))"
1266,https://storage.yandexcloud.net/garbage-images/DJI_0079-225.jpg,"((0.03204277547140073, 0.1509069909733155), (0.7507257444846853, 0.9228852654303763))"
1267,https://storage.yandexcloud.net/garbage-images/DJI_0071-425.jpg,"((0.025897581819367174, 0.11861895409567687), (0.7363770394101514, 0.9458590197434604))"
1268,https://storage.yandexcloud.net/garbage-images/DJI_0265-650.jpg,"((0.4307864332292665, 0.47777023932954094), (0.8242211236336312, 0.8943603246876993))"
1269,https://storage.yandexcloud.net/garbage-images/DJI_0071-2025.jpg,"((0.1323726243166628, 0.5418920185370305), (0, 0.7108561603528242))"
1270,https://storage.yandexcloud.net/garbage-images/DJI_0034-2725.jpg,"((0.037471298172097434, 0.1283921396853255), (0.31422296962604557, 0.42558727213871045))"
1271,https://storage.yandexcloud.net/garbage-images/DJI_0022-0.jpg,"((0.5564644407345373, 0.5799153209204899), (0.4548770138801652, 0.4822094190624134)) ((0.3055953892543363, 0.35606433549502525), (0.6394454739515257, 0.7612579420216606))"
1272,https://storage.yandexcloud.net/garbage-images/DJI_0034-3375.jpg,"((0.19094162447119842, 0.2614098674011938), (0.22483687917760872, 0.35679403214347255))"
1273,https://storage.yandexcloud.net/garbage-images/DJI_0071-800.jpg,"((0.7141992353505061, 0.9067409599680305), (0.30766521177844214, 0.8939982645076225))"
1274,https://storage.yandexcloud.net/garbage-images/DJI_0080-950.jpg,"((0.7602508502477398, 0.8214469559501043), (0.5270096087122407, 0.6358742599090783))"
1276,https://storage.yandexcloud.net/garbage-images/DJI_0089-600.jpg,"((0.4749768303985171, 0.5797034291010195), (0.18465440710209255, 0.33798351299936585))"
1277,https://storage.yandexcloud.net/garbage-images/DJI_0079-225.jpg,"((0.019925857275254862, 0.15708989805375345), (0.7205849714648065, 0.9382133798351299))"
1279,https://storage.yandexcloud.net/garbage-images/DJI_0265-650.jpg,"((0.45113972373008515, 0.4695282963355252), (0.8201581253790088, 0.8603405618131187))"
1280,https://storage.yandexcloud.net/garbage-images/DJI_0071-2025.jpg,"((0.15671661002986306, 0.43234476367006486), (0.00851828366095963, 0.7258402029169309))"
1282,https://storage.yandexcloud.net/garbage-images/DJI_0022-0.jpg,"((0.30815569972196477, 0.36376274328081554), (0.6254755865567533, 0.7623176918199112)) ((0.5528266913809082, 0.5898980537534754), (0.4276315789473684, 0.49687698161065313))"
1283,https://storage.yandexcloud.net/garbage-images/DJI_0034-3375.jpg,"((0.18118628359592215, 0.2108433734939759), (0.21340361445783132, 0.2546211160431198))"
1284,https://storage.yandexcloud.net/garbage-images/DJI_0071-800.jpg,"((0.7057460611677479, 0.922613531047266), (0.2695624603677869, 0.9356372859860493))"
1285,https://storage.yandexcloud.net/garbage-images/DJI_0080-950.jpg,"((0.7289156626506024, 0.8521779425393882), (0.48729391249207354, 0.668650919467343))"
1287,https://storage.yandexcloud.net/garbage-images/DJI_0089-1100.jpg,"((0.022915398219825463, 0.11847655910237453), (0.16466648813038948, 0.2785488281458626))"
1289,https://storage.yandexcloud.net/garbage-images/DJI_0022-675.jpg,"((0.31330999391145514, 0.36619335478820564), (0.5038249108463078, 0.6573184995628151))"
1290,https://storage.yandexcloud.net/garbage-images/DJI_0042-1375.jpg,"((0.010854280826882374, 0.07394320257458468), (0.4250085834748653, 0.5306385800109564))"
1291,https://storage.yandexcloud.net/garbage-images/DJI_0063-875.jpg,"((0.5471101156823519, 0.6602990635238178), (0.6597813083199432, 0.8347309900828439)) ((0.2260988373778667, 0.2761988634716303), (0.4831811578611659, 0.5756074048302456))"
1294,https://storage.yandexcloud.net/garbage-images/DJI_0060-975.jpg,"((0.4756711895856891, 0.5842212461221769), (0.12789842964373618, 0.25993592531385))"
1295,https://storage.yandexcloud.net/garbage-images/DJI_0034-3775.jpg,"((0.09528210257748398, 0.12311545040735264), (0.27519631360736363, 0.3197589683960271))"
1296,https://storage.yandexcloud.net/garbage-images/DJI_0080-75.jpg,"((0.2947544286915427, 0.4747434113246934), (0.17162295579777484, 0.3498735749524285))"
1298,https://storage.yandexcloud.net/garbage-images/DJI_0024-1175.jpg,"((0.3572752548656163, 0.4295644114921223), (0.5490171211160432, 0.6545339251743817)) ((0.4916589434661724, 0.5176088971269693), (0.7320228281547241, 0.8029169308814204))"
1299,https://storage.yandexcloud.net/garbage-images/DJI_0060-1675.jpg,"((0.15430954587581094, 0.22567191844300277), (0.9200776791376031, 0.9992152821813569))"
1300,https://storage.yandexcloud.net/garbage-images/DJI_0102-625.jpg,"((0.005097312326227989, 0.13855421686746985), (0.7503646163601776, 0.9844800253646163))"
1301,https://storage.yandexcloud.net/garbage-images/DJI_0049-1100.jpg,"((0.742817423540315, 0.8049119555143651), (0.5773541534559289, 0.6828709575142676))"
1302,https://storage.yandexcloud.net/garbage-images/DJI_0083-1375.jpg,"((0.4555143651529193, 0.5333642261353104), (0.005358275206087508, 0.06800887761572606))"
1303,https://storage.yandexcloud.net/garbage-images/DJI_0083-175.jpg,"((0.2905468025949953, 0.371177015755329), (0.3038760304375396, 0.42752853519340517))"
1304,https://storage.yandexcloud.net/garbage-images/DJI_0024-4025.jpg,"((0.5611677479147359, 0.6223354958294717), (0.7046131896005073, 0.8002377932783766))"
1306,https://storage.yandexcloud.net/garbage-images/DJI_0022-775.jpg,"((0.3294717330861909, 0.41566265060240964), (0.38002536461636016, 0.5333544705136335)) ((0.6584800741427247, 0.7066728452270621), (0.27285986049461003, 0.333861762840837))"
1307,https://storage.yandexcloud.net/garbage-images/DJI_0008-1150.jpg,"((0.21825764596848932, 0.3526413345690454), (0.5136731135066581, 0.7543833227647431))"
1309,https://storage.yandexcloud.net/garbage-images/DJI_0042-425.jpg,"((0.45366079703429096, 0.4953660797034291), (0.06594800253646163, 0.1253012048192771))"
1311,https://storage.yandexcloud.net/garbage-images/DJI_0071-50.jpg,"((0.2701575532900834, 0.6195551436515292), (0.05131578947368421, 0.709147114774889))"
1312,https://storage.yandexcloud.net/garbage-images/DJI_0022-125.jpg,"((0.15430954587581094, 0.1978683966635774), (0.6515456563094483, 0.7768468611287254))"
1313,https://storage.yandexcloud.net/garbage-images/DJI_0008-1700.jpg,"((0.3164967562557924, 0.43234476367006486), (0.427425491439442, 0.6681357006975269))"
1314,https://storage.yandexcloud.net/garbage-images/DJI_0089-1650.jpg,"((0.31371640407784984, 0.39527340129749766), (0.13900602409638554, 0.2741994292961319))"
1315,https://storage.yandexcloud.net/garbage-images/DJI_0032-125.jpg,"((0.39620018535681184, 0.43234476367006486), (0.4935795814838301, 0.5892041851616994))"
1316,https://storage.yandexcloud.net/garbage-images/DJI_0042-1425.jpg,"((0.0273401297497683, 0.0866543095458758), (0.42443722257450855, 0.520061826252378))"
1317,https://storage.yandexcloud.net/garbage-images/DJI_0024-50.jpg,"((0.49814643188137164, 0.5463392029657089), (0.44102726696258715, 0.5597336715282181)) ((0.29981464318813716, 0.3822984244670991), (0.7740646797717184, 0.897717184527584))"
1320,https://storage.yandexcloud.net/garbage-images/DJI_0089-25.jpg,"((0.33110914165745736, 0.4963650456115945), (0.06156154022697685, 0.288306438230178))"
1321,https://storage.yandexcloud.net/garbage-images/DJI_0060-2750.jpg,"((0.3450234224106682, 0.3674503035987712), (0.6907221374068917, 0.7369012513195351)) ((0.35272104368228135, 0.3987736006168017), (0.3364526564839815, 0.4249757240665576))"
1322,https://storage.yandexcloud.net/garbage-images/DJI_0049-2025.jpg,"((0.37252707235246124, 0.43088217038313653), (0.8341402864024747, 0.9154155268887271))"
1324,https://storage.yandexcloud.net/garbage-images/DJI_0049-825.jpg,"((0.48873892260110424, 0.5520053717538127), (0.5612091772671747, 0.6676258582974545))"
1325,https://storage.yandexcloud.net/garbage-images/DJI_0064-100.jpg,"((0.39966513467263654, 0.47307390952609063), (0.3262716554791079, 0.4225283900077314))"
1326,https://storage.yandexcloud.net/garbage-images/DJI_0075-475.jpg,"((0.21164088458589245, 0.3109951165284126), (0.26467714369775575, 0.5391646146091919))"
1327,https://storage.yandexcloud.net/garbage-images/DJI_0008-625.jpg,"((0.2284827269330234, 0.4077706319145762), (0.3887063334315452, 0.72735316879093))"
1328,https://storage.yandexcloud.net/garbage-images/DJI_0008-2075.jpg,"((0.19378845097674335, 0.3119571763550471), (0.5677241831572017, 0.8033947359277124))"
1329,https://storage.yandexcloud.net/garbage-images/DJI_0089-2125.jpg,"((0.42467144635023624, 0.4779678908699304), (0.6033386290656974, 0.7055949871750403))"
1331,https://storage.yandexcloud.net/garbage-images/DJI_0064-50.jpg,"((0.39023814093573295, 0.4800023622163495), (0.17817576288320938, 0.33113797441502124))"
1332,https://storage.yandexcloud.net/garbage-images/DJI_0075-1050.jpg,"((0.3855137082367531, 0.43181314868675535), (0.9256525039881828, 0.9962504477720958))"
1333,https://storage.yandexcloud.net/garbage-images/DJI_0080-1350.jpg,"((0.4686637237387979, 0.5593728315592105), (0.30767536626707215, 0.41525318536636846))"
1334,https://storage.yandexcloud.net/garbage-images/DJI_0018-1025.jpg,"((0.20881992529490792, 0.2910250542571568), (0.37662742331150095, 0.5514413793478573)) ((0.5896092008326813, 0.6170109104867642), (0.15138636457234947, 0.19677075700486507)) ((0.2182687906928676, 0.24283584072756265), (0.11776829610381942, 0.15979088168948202))"
1335,https://storage.yandexcloud.net/garbage-images/DJI_0027-450.jpg,"((0.8721302762316744, 0.908035964743921), (0.058411393964070996, 0.1071575932434396)) ((0.598113179690845, 0.6292944355041118), (0.35425039648713563, 0.4164438231539163)) ((0.31748187737144373, 0.36094665820205807), (0.5240216422532125, 0.5878959723434196))"
1336,https://storage.yandexcloud.net/garbage-images/DJI_0037-450.jpg,"((0.2513398195857263, 0.2825210753989931), (0.4809134733401732, 0.5666395479349249))"
1337,https://storage.yandexcloud.net/garbage-images/DJI_0034-5925.jpg,"((0.38173416207756933, 0.41575007751022397), (0.23217478536078584, 0.316219956532111))"
1338,https://storage.yandexcloud.net/garbage-images/DJI_0024-0.jpg,"((0.492285887233697, 0.544254646922475), (0.41879008845720755, 0.5499005554844748)) ((0.2617335715234819, 0.4327580352265514), (0.6389884369260795, 0.9415510531428501)) ((0.32315119661021957, 0.3703955236000177), (0.5078779698988123, 0.5650286862953134))"
1339,https://storage.yandexcloud.net/garbage-images/DJI_0034-3575.jpg,"((0.19086708103878466, 0.21259947145409183), (0.26810409603652735, 0.3050839713519104))"
1340,https://storage.yandexcloud.net/garbage-images/DJI_0049-75.jpg,"((0.40630121211226433, 0.5083489584102284), (0.5404454737277008, 0.6513850996738499)) ((0.6755938759541139, 0.7086649048469728), (0.28830996021372524, 0.33705615949309387)) ((0.03307102889285873, 0.0859846751214327), (0.8710231427268214, 0.9786009618261176))"
1342,https://storage.yandexcloud.net/garbage-images/DJI_0089-1675.jpg,"((0.3277769746203426, 0.42306066450432467), (0.14796195260815534, 0.2868755425969082))"
1343,https://storage.yandexcloud.net/garbage-images/DJI_0022-100.jpg,"((0.21930742914678655, 0.2729407659126534), (0.6451060577593023, 0.7793173669336215)) ((0.4917647799173903, 0.5110727811531024), (0.45492036371607286, 0.48990435425914186))"
1344,https://storage.yandexcloud.net/garbage-images/DJI_0024-75.jpg,"((0.3978681821302303, 0.4345814781306749), (0.6446738010242027, 0.6936570670037432)) ((0.502421264218453, 0.5463175963928977), (0.4295733721575245, 0.5495468786871238))"
1345,https://storage.yandexcloud.net/garbage-images/DJI_0042-400.jpg,"((0.3349355909596873, 0.35409035409035405), (0.001118215552267543, 0.02020039221212333)) ((0.3027555889001672, 0.31539773256640724), (0.4107035074298866, 0.4475048481310371))"
1346,https://storage.yandexcloud.net/garbage-images/DJI_0097-1150.jpg,"((0.28295804299820365, 0.3437424913328528), (0.5762143114367803, 0.681166283065987))"
1347,https://storage.yandexcloud.net/garbage-images/DJI_0034-4975.jpg,"((0.3118537182919713, 0.34369851199670476), (0.5943516023156956, 0.6331122736560276))"
1348,https://storage.yandexcloud.net/garbage-images/DJI_0063-1250.jpg,"((0.3186273405588164, 0.38031498918275186), (0.2897916083600157, 0.3962178106513122)) ((0.5062014662393203, 0.5483827183904585), (0.08690126768777029, 0.13333581441485706))"
1349,https://storage.yandexcloud.net/garbage-images/DJI_0018-1425.jpg,"((0.28600320179527633, 0.35035123418735986), (0.27976867329908606, 0.43949671453671824)) ((0.6017575002773609, 0.6189668577775692), (0.12070616556661068, 0.16063817587601872))"
1350,https://storage.yandexcloud.net/garbage-images/DJI_0034-1825.jpg,"((0.4455123607985054, 0.4819064107467722), (0.8570512941490271, 0.8928303753862566))"
1351,https://storage.yandexcloud.net/garbage-images/DJI_0071-75.jpg,"((0.36793327154772937, 0.522397281433426), (0.6018785668991756, 0.8711662439230605)) ((0.25749150447945635, 0.615075687364844), (0.030329211583174805, 0.711791904459945))"
1353,https://storage.yandexcloud.net/garbage-images/DJI_0071-1900.jpg,"((0.08480074142724744, 0.48331788693234473), (0.6050729232720355, 0.9925174381737475))"
1354,https://storage.yandexcloud.net/garbage-images/DJI_0018-1200.jpg,"((0.2506950880444856, 0.32576459684893416), (0.13035034876347493, 0.29851775523145213))"
1355,https://storage.yandexcloud.net/garbage-images/DJI_0063-1475.jpg,"((0.7798887859128822, 0.9272474513438368), (0.27883639822447687, 0.5854946100190235))"
1356,https://storage.yandexcloud.net/garbage-images/DJI_0075-1275.jpg,"((0.37951807228915657, 0.49814643188137164), (0.8592818642993023, 0.9961239695624603))"
1357,https://storage.yandexcloud.net/garbage-images/DJI_0080-1175.jpg,"((0.5528266913809082, 0.6325301204819277), (0.5642675967025998, 0.6499999999999999))"
1358,https://storage.yandexcloud.net/garbage-images/DJI_0097-925.jpg,"((0.2108433734939759, 0.24976830398517144), (0.8875158528852252, 0.9732482561826252))"
1359,https://storage.yandexcloud.net/garbage-images/DJI_0042-225.jpg,"((0.28127896200185354, 0.592678405931418), (0.11932466708941027, 0.3880627774254914))"
1360,https://storage.yandexcloud.net/garbage-images/DJI_0097-500.jpg,"((0.25162187210379977, 0.3276181649675625), (0.43597812301838934, 0.5497384273937856))"
1364,https://storage.yandexcloud.net/garbage-images/DJI_0034-350.jpg,"((0.34546381151981786, 0.35284833926748055), (0.8510017596968511, 0.8663942405012295)) ((0.24521768462232282, 0.2592318191095497), (0.7476764490244581, 0.7887382969461657))"
1365,https://storage.yandexcloud.net/garbage-images/DJI_0060-2250.jpg,"((0.4198331788693234, 0.46246524559777574), (0.11386334812935953, 0.19135225110970197)) ((0.4170528266913809, 0.43836886005560705), (0.44690076093849074, 0.49801046290424855))"
1366,https://storage.yandexcloud.net/garbage-images/DJI_0024-2550.jpg,"((0.4680259499536608, 0.5254865616311399), (0.0018547875713379835, 0.048018389346861125))"
1367,https://storage.yandexcloud.net/garbage-images/DJI_0064-825.jpg,"((0.386394801074645, 0.4571826547423805), (0.35453600758159975, 0.450949529986619))"
1368,https://storage.yandexcloud.net/garbage-images/DJI_0102-1775.jpg,"((0.4828544949026876, 0.6070435588507878), (0.19660748256182625, 0.4158845909955612))"
1369,https://storage.yandexcloud.net/garbage-images/DJI_0049-100.jpg,"((0.434032837679116, 0.5127621973907949), (0.5317415196123749, 0.6490852224657138)) ((0.655009230019455, 0.6870376083247313), (0.24291845727412262, 0.28636839055399527))"
1370,https://storage.yandexcloud.net/garbage-images/DJI_0027-250.jpg,"((0.5083410564509666, 0.5422265987004308), (0.5237714011407798, 0.5716867468479168)) ((0.005271083055076186, 0.034812325016147457), (0.10953550922101485, 0.18990963750395431)) ((0.10756284361819568, 0.134606545904485), (0.7644891126271904, 0.8465579577696697))"
1371,https://storage.yandexcloud.net/garbage-images/DJI_0037-250.jpg,"((0.8629888092926223, 0.8969137217429785), (0.012088720125819713, 0.0836811385672368))"
1372,https://storage.yandexcloud.net/garbage-images/DJI_0013-800.jpg,"((0.4358209023468731, 0.5163605101438218), (0.45096943205542595, 0.5896413026979415))"
1373,https://storage.yandexcloud.net/garbage-images/DJI_0042-600.jpg,"((0.376525865947808, 0.40482570839172927), (0.3856613492387246, 0.44079993950414903)) ((0.35361646968368127, 0.3718092255404878), (0.4659719046253211, 0.5007331897926539)) ((0.6359410883504192, 0.6763694346988782), (0.255006863609784, 0.3341187539906103))"
1375,https://storage.yandexcloud.net/garbage-images/DJI_0089-1200.jpg,"((0.23864689527340127, 0.3656163113994439), (0.18465440710209255, 0.3132530120481927))"
1376,https://storage.yandexcloud.net/garbage-images/DJI_0032-575.jpg,"((0.9337349397590361, 0.9884151992585727), (0.12211371635287036, 0.25895582161602826))"
1377,https://storage.yandexcloud.net/garbage-images/DJI_0042-1075.jpg,"((0.08294717330861909, 0.15801668211306763), (0.6151849469733374, 0.7470809520462606))"
1378,https://storage.yandexcloud.net/garbage-images/DJI_0102-1075.jpg,"((0.5148285449490269, 0.660333642261353), (0.1783893418296954, 0.4009638503902534))"
1379,https://storage.yandexcloud.net/garbage-images/DJI_0049-600.jpg,"((0.02085264133456904, 0.11631139944392957), (0.40107376205066975, 0.5395645673772392))"
1381,https://storage.yandexcloud.net/garbage-images/DJI_0060-2550.jpg,"((0.4230769230769231, 0.4814643188137164), (0.5958401928540642, 0.7063030971026375))"
1382,https://storage.yandexcloud.net/garbage-images/DJI_0049-2225.jpg,"((0.3767377201112141, 0.4601482854494902), (0.9372310176406695, 0.9899894196698389))"
1383,https://storage.yandexcloud.net/garbage-images/DJI_0008-800.jpg,"((0.2571825764596849, 0.39620018535681184), (0.46581273632255166, 0.7081716456440481))"
1384,https://storage.yandexcloud.net/garbage-images/DJI_0024-450.jpg,"((0.1978683966635774, 0.30259499536607964), (0.3373240430368678, 0.5087888496316681))"
1386,https://storage.yandexcloud.net/garbage-images/DJI_0032-475.jpg,"((0.5467335225115241, 0.583022856745234), (0.47615307447942085, 0.5592944279510705))"
1387,https://storage.yandexcloud.net/garbage-images/DJI_0022-850.jpg,"((0.356743385785418, 0.4320025164405552), (0.3057633364809518, 0.46593270861015934))"
1390,https://storage.yandexcloud.net/garbage-images/DJI_0063-650.jpg,"((0.6148009050470225, 0.7438470655235574), (0.028298759489343503, 0.30342786964795354))"
1391,https://storage.yandexcloud.net/garbage-images/DJI_0060-1575.jpg,"((0.06512336652865212, 0.1330942449475904), (0.15276127643062157, 0.2894496241527336))"
1392,https://storage.yandexcloud.net/garbage-images/DJI_0024-1275.jpg,"((0.3517831581215657, 0.4256645477073681), (0.5541053182448958, 0.6574977863936728))"
1393,https://storage.yandexcloud.net/garbage-images/DJI_0102-2050.jpg,"((0.13506441533654512, 0.2591851498406933), (0.28076969502054017, 0.48054497246055))"
1394,https://storage.yandexcloud.net/garbage-images/DJI_0049-1200.jpg,"((0.5783527528513599, 0.6492788868537303), (0.6155219776881444, 0.7119047869793772))"
1395,https://storage.yandexcloud.net/garbage-images/DJI_0083-1075.jpg,"((0.449306592374825, 0.5290984931274916), (0.35007222067852606, 0.449959859398531))"
1397,https://storage.yandexcloud.net/garbage-images/DJI_0071-3175.jpg,"((0.07505188801859858, 0.33365989610596936), (0.4422717677636716, 0.9954964939252622))"
1399,https://storage.yandexcloud.net/garbage-images/DJI_0008-600.jpg,"((0.22242817423540315, 0.4003707136237256), (0.3693088142041851, 0.7221306277742549))"
1400,https://storage.yandexcloud.net/garbage-images/DJI_0008-2050.jpg,"((0.14457831325301204, 0.2594995366079703), (0.5491201648700064, 0.7799381737476221))"
1401,https://storage.yandexcloud.net/garbage-images/DJI_0089-2100.jpg,"((0.44300278035217794, 0.531047265987025), (0.1156150919467343, 0.4239220038046924)) ((0.40407784986098233, 0.4652455977757183), (0.6811192136968928, 0.7652029169308813))"
1402,https://storage.yandexcloud.net/garbage-images/DJI_0034-675.jpg,"((0.247451343836886, 0.27896200185356806), (0.3630231452124287, 0.4207276474318326)) ((0.6159662192613442, 0.6497974328462949), (0.5964316302463482, 0.6698670901931311))"
1403,https://storage.yandexcloud.net/garbage-images/DJI_0024-3425.jpg,"((0.043558850787766445, 0.07784986098239109), (0.3680722891566265, 0.4818325935320228))"
1404,https://storage.yandexcloud.net/garbage-images/DJI_0024-675.jpg,"((0.2008704333001522, 0.22902793510223227), (0.30072492699844205, 0.35479109420136684)) ((0.35104377624457944, 0.4288121145550864), (0.591728121061243, 0.68475373227804)) ((0.4605451721415577, 0.5141785089074246), (0.7738038900240337, 0.8755754988765979)) ((0.48468017368619776, 0.6178696266547673), (0.9256662126087193, 0.9924538309182147)) ((0.7260024052113069, 0.7777084445407217), (0.0007368048082495711, 0.08256157030823758))"
1405,https://storage.yandexcloud.net/garbage-images/DJI_0049-2000.jpg,"((0.3416157507522969, 0.4327924232542706), (0.7269138933903253, 0.8469725882085847)) ((0.5373774299477111, 0.5726860433185734), (0.5098541338844657, 0.567100663864033))"
1407,https://storage.yandexcloud.net/garbage-images/DJI_0060-2775.jpg,"((0.2780352177942539, 0.3141797961075069), (0.29923906150919466, 0.42124286620164864)) ((0.2706209453197405, 0.3076923076923077), (0.6685478757133798, 0.7328471781864299))"
